Branch,Code,Variable,year,value
Arlington Hills,P22M,Adult Library Programs,2015,NA
Arlington Hills,P23M,Adult Program Attendance,2015,NA
Arlington Hills,P24M,Other Circulation,2015,NA
Arlington Hills,P25M,Total Circulation (Manually Input),2015,96536
Arlington Hills,P26M,Total Programs (Manually Input),2015,NA
Dayton's Bluff,P01M,Population of the Legal Service Area,2015,NA
Dayton's Bluff,P02aM,Registered Borrowers - Residents,2015,NA
Dayton's Bluff,P02bM,Registered Borrowers - Reciprocal,2015,NA
Dayton's Bluff,P02cM,Total Registered Borrowers,2015,13071
Dayton's Bluff,P04M,Library Visits,2015,99254
Dayton's Bluff,P06M,Reference Transactions,2015,NA
Dayton's Bluff,P08M,Stations,2015,NA
Dayton's Bluff,P09M,Annual Public Internet Computer Sessions,2015,13768
Dayton's Bluff,NA,Wireless Sessions,2015,NA
Dayton's Bluff,P15M,Children's Circulation,2015,28974
Dayton's Bluff,P16M,Children's Library Programs,2015,NA
Dayton's Bluff,P17M,Children's Program Attendance,2015,NA
Dayton's Bluff,P18M,Young Adult Library Programs,2015,NA
Dayton's Bluff,P19M,Young Adult Program Attendance,2015,NA
Dayton's Bluff,P20M,Adult Circulation,2015,35304
Dayton's Bluff,P21M,Adult Library Programs,2015,NA
Dayton's Bluff,P22M,Adult Program Attendance,2015,NA
Dayton's Bluff,P23M,Other Circulation,2015,NA
Dayton's Bluff,P24M,Total Circulation (Manually Input),2015,64278
Dayton's Bluff,P25M,Total Programs (Manually Input),2015,NA
Dayton's Bluff,P26M,Total Attendance (Manually Input),2015,NA
Dayton's Bluff,C01M,Print Materials,2015,23728
Dayton's Bluff,C02M,Audio Materials,2015,NA
Dayton's Bluff,C03M,Video Materials,2015,7567
Dayton's Bluff,C04M,Multi-format Materials,2015,NA
Dayton's Bluff,C05M,Other Physical Materials,2015,NA
Dayton's Bluff,C06M,Total Materials (Manually Input),2015,34109
Dayton's Bluff,C07M,Print Serial Subscriptions,2015,NA
Hamline Midway,P01M,Population of the Legal Service Area,2015,NA
Hamline Midway,P02aM,Registered Borrowers - Residents,2015,NA
Hamline Midway,P02bM,Registered Borrowers - Reciprocal,2015,NA
Hamline Midway,P02cM,Total Registered Borrowers,2015,9719
Hamline Midway,P04M,Library Visits,2015,85726
Hamline Midway,P06M,Reference Transactions,2015,NA
Hamline Midway,P08M,Stations,2015,NA
Hamline Midway,P09M,Users of Public Internet Computers,2015,11502
Hamline Midway,P15M,Children's Circulation,2015,45591
Hamline Midway,P16M,Children's Library Programs,2015,NA
Hamline Midway,P17M,Children's Program Attendance,2015,NA
Hamline Midway,P18M,Yound Adult Library Programs,2015,NA
Hamline Midway,P19M,Young Adult Program Attendance,2015,NA
Hamline Midway,P20M,Adult Circulation,2015,49380
Hamline Midway,P21M,Adult Library Programs,2015,NA
Hamline Midway,P22M,Adult Program Attendance,2015,NA
Hamline Midway,P23M,Other Circulation,2015,NA
Hamline Midway,P24M,Total Circulation,2015,94971
Hamline Midway,NA,Total Programs (Manually Input),2015,NA
Hamline Midway,NA,Total Attendance (Manually Input),2015,NA
Hamline Midway,C01M,Print Materials,2015,20969
Hamline Midway,C02M,Audio Materials,2015,NA
Hamline Midway,C03M,Video Materials,2015,4341
Hamline Midway,C04M,Multi-format Materials,2015,NA
Hamline Midway,C05M,Other Physical Materials,2015,NA
Hamline Midway,C06M,Total Materials (Manually Input),2015,28370
Hamline Midway,C07M,Print Serial Subscriptions,2015,NA
Hamline Midway,NA,Wireless Sessions,2015,NA
Hayden Heights,P01M,Population of the Legal Service Area,2015,NA
Hayden Heights,P02aM,Registered Borrowers - Residents,2015,NA
Hayden Heights,P02bM,Registered Borrowers - Reciprocal,2015,NA
Hayden Heights,P02cM,Total Registered Borrowers (Manually Input),2015,21302
Hayden Heights,P04M,Library Visits,2015,82241
Hayden Heights,P06M,Reference Transactions,2015,NA
Hayden Heights,P08M,Stations,2015,NA
Hayden Heights,P09M,Users of Public Internet Computers,2015,17196
Hayden Heights,NA,Wireless Sessions,2015,NA
Hayden Heights,P15M,Children's Circulation,2015,46684
Hayden Heights,P16M,Children's Library Programs,2015,NA
Hayden Heights,P17M,Children's Program Attendance,2015,NA
Hayden Heights,P18M,Yound Adult Library Programs,2015,NA
Hayden Heights,P19M,Young Adult Program Attendance,2015,NA
Hayden Heights,P20M,Adult Circulation,2015,39727
Hayden Heights,P21M,Adult Library Programs,2015,NA
Hayden Heights,P22M,Adult Program Attendance,2015,NA
Hayden Heights,P23M,Other Circulation,2015,NA
Hayden Heights,P24M,Total Circulation,2015,86411
Hayden Heights,NA,Total Programs (Manually Input),2015,NA
Hayden Heights,NA,Total Attendance (Manually Input),2015,NA
Hayden Heights,C01M,Print Materials,2015,39257
Hayden Heights,C02M,Audio Materials,2015,NA
Hayden Heights,C03M,Video Materials,2015,6215
Hayden Heights,C04M,Multi-format Materials,2015,NA
Hayden Heights,C05M,Other Physical Materials,2015,NA
Hayden Heights,C06M,Total Materials (Manually Input),2015,48205
Hayden Heights,C07M,Print Serial Subscriptions,2015,NA
Highland,P01M,Population of the Legal Service Area,2015,NA
Highland,P02aM,Registered Borrowers - Residents,2015,NA
Highland,P02bM,Registered Borrowers - Reciprocal,2015,NA
Highland,P02cM,Total Registered Borrowers (Manually Input),2015,33545
Highland,P04M,Library Visits,2015,296501
Highland,P06M,Reference Transactions,2015,NA
Highland,P08M,Stations,2015,NA
Highland,P09M,Users of Public Internet Computers,2015,26553
Highland,NA,Wireless Sessions,2015,NA
Highland,P15M,Children's Circulation,2015,215967
Highland,P16M,Children's Library Programs,2015,NA
Highland,P17M,Children's Program Attendance,2015,NA
Highland,P18M,Yound Adult Library Programs,2015,NA
Highland,P19M,Young Adult Program Attendance,2015,NA
Highland,P20M,Adult Circulation,2015,200146
Highland,P21M,Adult Library Programs,2015,NA
Highland,P22M,Adult Program Attendance,2015,NA
Highland,P23M,Other Circulation,2015,NA
Highland,P24M,Total Circulation,2015,416113
Highland,NA,Total Programs (Manually Input),2015,NA
Highland,NA,Total Attendance (Manually Input),2015,NA
Highland,C01M,Print Materials,2015,59619
Highland,C02M,Audio Materials,2015,NA
Highland,C03M,Video Materials,2015,9446
Highland,C04M,Multi-format Materials,2015,NA
Highland,C05M,Other Physical Materials,2015,NA
Highland,C06M,Total Materials (Manually Input),2015,75129
Highland,C07M,Print Serial Subscriptions,2015,NA
Merriam Park,P01M,Population of the Legal Service Area,2015,NA
Merriam Park,P02aM,Registered Borrowers - Residents,2015,NA
Merriam Park,P02bM,Registered Borrowers - Reciprocal,2015,NA
Merriam Park,P02cM,Total Registered Borrowers (Manually Input),2015,26405
Merriam Park,P04M,Library Visits,2015,153309
Merriam Park,P06M,Reference Transactions,2015,NA
Merriam Park,P08M,Stations,2015,NA
Merriam Park,P09M,Users of Public Internet Computers,2015,17282
Merriam Park,P15M,Children's Circulation,2015,123611
Merriam Park,NA,Wireless Sessions,2015,NA
Merriam Park,P16M,Children's Library Programs,2015,NA
Merriam Park,P17M,Children's Program Attendance,2015,NA
Merriam Park,P18M,Yound Adult Library Programs,2015,NA
Merriam Park,P19M,Young Adult Program Attendance,2015,NA
Merriam Park,P20M,Adult Circulation,2015,204627
Merriam Park,P21M,Adult Library Programs,2015,NA
Merriam Park,P22M,Adult Program Attendance,2015,NA
Merriam Park,P23M,Other Circulation,2015,NA
Merriam Park,P24M,Total Circulation,2015,328238
Merriam Park,NA,Total Programs (Manually Input),2015,NA
Merriam Park,NA,Total Attendance (Manually Input),2015,NA
Merriam Park,C01M,Print Materials,2015,60266
Merriam Park,C02M,Audio Materials,2015,NA
Merriam Park,C03M,Video Materials,2015,8849
Merriam Park,C04M,Multi-format Materials,2015,NA
Merriam Park,C05M,Other Physical Materials,2015,NA
Merriam Park,C06M,Total Materials (Manually Input),2015,76369
Merriam Park,C07M,Print Serial Subscriptions,2015,NA
Rice Street,P01M,Population of the Legal Service Area,2015,NA
Rice Street,P02aM,Registered Borrowers - Residents,2015,NA
Rice Street,P02bM,Registered Borrowers - Reciprocal,2015,NA
Rice Street,P02cM,Total Registered Borrowers (Manually Input),2015,20334
Rice Street,P04M,Library Visits,2015,201169
Rice Street,P06M,Reference Transactions,2015,NA
Rice Street,P08M,Stations,2015,NA
Rice Street,P09M,Users of Public Internet Computers,2015,26503
Rice Street,NA,Wireless Sessions,2015,NA
Rice Street,P15M,Children's Circulation,2015,52410
Rice Street,P16M,Children's Library Programs,2015,NA
Rice Street,P17M,Children's Program Attendance,2015,NA
Rice Street,P18M,Yound Adult Library Programs,2015,NA
Rice Street,P19M,Young Adult Program Attendance,2015,NA
Rice Street,P20M,Adult Circulation,2015,52044
Rice Street,P21M,Adult Library Programs,2015,NA
Rice Street,P22M,Adult Program Attendance,2015,NA
Rice Street,P23M,Other Circulation,2015,NA
Rice Street,P24M,Total Circulation,2015,104454
Rice Street,NA,Total Programs (Manually Input),2015,NA
Rice Street,NA,Total Attendance (Manually Input),2015,NA
Rice Street,C01M,Print Materials,2015,34258
Rice Street,C02M,Audio Materials,2015,NA
Rice Street,C03M,Video Materials,2015,8813
Rice Street,C04M,Multi-format Materials,2015,NA
Rice Street,C05M,Other Physical Materials,2015,NA
Rice Street,C06M,Total Materials (Manually Input),2015,46080
Rice Street,C07M,Print Serial Subscriptions,2015,NA
Riverview,P01M,Population of the Legal Service Area,2015,NA
Riverview,P02aM,Registered Borrowers - Residents,2015,NA
Riverview,P02bM,Registered Borrowers - Reciprocal,2015,NA
Riverview,P02cM,Total Registered Borrowers (Manually Input),2015,11832
Riverview,P04M,Library Visits,2015,72520
Riverview,P06M,Reference Transactions,2015,NA
Riverview,P08M,Stations,2015,NA
Riverview,P09M,Users of Public Internet Computers,2015,9024
Riverview,NA,Wireless Sessions,2015,NA
Riverview,P15M,Children's Circulation,2015,33198
Riverview,P16M,Children's Library Programs,2015,NA
Riverview,P17M,Children's Program Attendance,2015,NA
Riverview,P18M,Yound Adult Library Programs,2015,NA
Riverview,P19M,Young Adult Program Attendance,2015,NA
Riverview,P20M,Adult Circulation,2015,31097
Riverview,P21M,Adult Library Programs,2015,NA
Riverview,P22M,Adult Program Attendance,2015,NA
Riverview,P23M,Other Circulation,2015,NA
Riverview,P24M,Total Circulation,2015,64295
Riverview,NA,Total Programs (Manually Input),2015,NA
Riverview,NA,Total Attendance (Manually Input),2015,NA
Riverview,C01M,Print Materials,2015,22087
Riverview,C02M,Audio Materials,2015,NA
Riverview,C03M,Video Materials,2015,5838
Riverview,C04M,Multi-format Materials,2015,NA
Riverview,C05M,Other Physical Materials,2015,NA
Riverview,C06M,Total Materials (Manually Input),2015,31009
Riverview,C07M,Print Serial Subscriptions,2015,NA
St. Anthony Park,P01M,Population of the Legal Service Area,2015,NA
St. Anthony Park,P02aM,Registered Borrowers - Residents,2015,NA
St. Anthony Park,P02bM,Registered Borrowers - Reciprocal,2015,NA
St. Anthony Park,P02cM,Total Registered Borrowers (Manually Input),2015,13428
St. Anthony Park,P04M,Library Visits,2015,92541
St. Anthony Park,P06M,Reference Transactions,2015,NA
St. Anthony Park,P08M,Stations,2015,NA
St. Anthony Park,P09M,Users of Public Internet Computers,2015,7321
St. Anthony Park,NA,Wireless Sessions,2015,NA
St. Anthony Park,P15M,Children's Circulation,2015,78434
St. Anthony Park,P16M,Children's Library Programs,2015,NA
St. Anthony Park,P17M,Children's Program Attendance,2015,NA
St. Anthony Park,P18M,Yound Adult Library Programs,2015,NA
St. Anthony Park,P19M,Young Adult Program Attendance,2015,NA
St. Anthony Park,P20M,Adult Circulation,2015,63212
St. Anthony Park,P21M,Adult Library Programs,2015,NA
St. Anthony Park,P22M,Adult Program Attendance,2015,NA
St. Anthony Park,P23M,Other Circulation,2015,NA
St. Anthony Park,P24M,Total Circulation,2015,141646
St. Anthony Park,C01M,Print Materials,2015,31143
St. Anthony Park,C02M,Audio Materials,2015,NA
St. Anthony Park,C03M,Video Materials,2015,3644
St. Anthony Park,C04M,Multi-format Materials,2015,NA
St. Anthony Park,C05M,Other Physical Materials,2015,NA
St. Anthony Park,C06M,Total Materials (Manually Input),2015,37903
St. Anthony Park,C07M,Print Serial Subscriptions,2015,NA
St. Paul Bookmobile,P01M,Population of the Legal Service Area,2015,NA
St. Paul Bookmobile,P02aM,Registered Borrowers - Residents,2015,NA
St. Paul Bookmobile,P02bM,Registered Borrowers - Reciprocal,2015,NA
St. Paul Bookmobile,P02cM,Total Registered Borrowers (Manually Input),2015,10673
St. Paul Bookmobile,P04M,Library Visits,2015,113522
St. Paul Bookmobile,P06M,Reference Transactions,2015,NA
St. Paul Bookmobile,P08M,Stations,2015,NA
St. Paul Bookmobile,P09M,Users of Public Internet Computers,2015,NA
St. Paul Bookmobile,P15M,Children's Circulation,2015,68389
St. Paul Bookmobile,P16M,Children's Library Programs,2015,NA
St. Paul Bookmobile,P17M,Children's Program Attendance,2015,NA
St. Paul Bookmobile,P18M,Young Adult Library Programs,2015,NA
St. Paul Bookmobile,P19M,Young Adult Program Attendance,2015,NA
St. Paul Bookmobile,P20M,Adult Circulation,2015,41784
St. Paul Bookmobile,P21M,Adult Library Programs,2015,NA
St. Paul Bookmobile,P22M,Adult Program Attendance,2015,NA
St. Paul Bookmobile,P23M,Other Circulation,2015,NA
St. Paul Bookmobile,P24M,Total Circulation,2015,110173
St. Paul Bookmobile,NA,Total Programs,2015,NA
St. Paul Bookmobile,C01M,Print Materials,2015,15426
St. Paul Bookmobile,C02M,Audio Materials,2015,NA
St. Paul Bookmobile,C03M,Video Materials,2015,4222
St. Paul Bookmobile,C04M,Multi-format Materials,2015,NA
St. Paul Bookmobile,C05M,Other Physical Materials,2015,NA
St. Paul Bookmobile,C06M,Total Materials (Manually Input),2015,20090
St. Paul Bookmobile,C07M,Print Serial Subscriptions,2015,NA
Rondo Community Outreach,P01M,Population of the Legal Service Area,2015,NA
Rondo Community Outreach,P02aM,Registered Borrowers - Residents,2015,NA
Rondo Community Outreach,P02bM,Registered Borrowers - Reciprocal,2015,NA
Rondo Community Outreach,P02cM,Total Registered Borrowers (Manually Input),2015,42287
Rondo Community Outreach,P04M,Library Visits,2015,369540
Rondo Community Outreach,P06M,Reference Transactions,2015,NA
Rondo Community Outreach,P08M,Stations,2015,NA
Rondo Community Outreach,P09M,Users of Public Internet Computers,2015,55369
Rondo Community Outreach,P15M,Children's Circulation,2015,71643
Rondo Community Outreach,P16M,Children's Library Programs,2015,NA
Rondo Community Outreach,P17M,Children's Program Attendance,2015,NA
Rondo Community Outreach,P18M,Yound Adult Library Programs,2015,NA
Rondo Community Outreach,P19M,Young Adult Program Attendance,2015,NA
Rondo Community Outreach,P20M,Adult Circulation,2015,78800
Rondo Community Outreach,P21M,Adult Library Programs,2015,NA
Rondo Community Outreach,P22M,Adult Program Attendance,2015,NA
Rondo Community Outreach,P23M,Other Circulation,2015,NA
Rondo Community Outreach,P24M,Total Circulation,2015,150443
Rondo Community Outreach,C01M,Print Materials,2015,71319
Rondo Community Outreach,C02M,Audio Materials,2015,NA
Rondo Community Outreach,C03M,Video Materials,2015,13141
Rondo Community Outreach,C04M,Multi-format Materials,2015,NA
Rondo Community Outreach,C05M,Other Physical Materials,2015,NA
Rondo Community Outreach,C06M,Total Materials (Manually Input),2015,90337
Rondo Community Outreach,C07M,Print Serial Subscriptions,2015,NA
Central,P01M,Population of the Legal Service Area,2015,NA
Central,P02aM,Registered Borrowers - Residents,2015,NA
Central,P02bM,Registered Borrowers - Reciprocal,2015,NA
Central,P02cM,Total Registered Borrowers (Manually Input),2015,58556
Central,P04M,Library Visits,2015,188795
Central,P06M,Reference Transactions,2015,NA
Central,P08M,Stations,2015,NA
Central,P09M,Users of Public Internet Computers,2015,27108
Central,NA,Wireless Sessions,2015,NA
Central,P15M,Children's Circulation,2015,43156
Central,P16M,Children's Library Programs,2015,NA
Central,P17M,Children's Program Attendance,2015,NA
Central,P18M,Yound Adult Library Programs,2015,NA
Central,P19M,Young Adult Program Attendance,2015,NA
Central,P20M,Adult Circulation,2015,88230
Central,P21M,Adult Library Programs,2015,NA
Central,P22M,Adult Program Attendance,2015,NA
Central,P23M,Other Circulation,2015,NA
Central,P24M,Total Circulation,2015,131386
Central,C01M,Print Materials,2015,316622
Central,C02M,Audio Materials,2015,NA
Central,C03M,Video Materials,2015,9714
Central,C04M,Multi-format Materials,2015,NA
Central,C05M,Other Physical Materials,2015,NA
Central,C06M,Total Materials (Manually Input),2015,333403
Central,C07M,Print Serial Subscriptions,2015,NA
Sun Ray,P01M,Population of the Legal Service Area,2015,NA
Sun Ray,P02aM,Registered Borrowers - Residents,2015,NA
Sun Ray,P02bM,Registered Borrowers - Reciprocal,2015,NA
Sun Ray,P02cM,Total Registered Borrowers (Manually Input),2015,26335
Sun Ray,P04M,Library Visits,2015,199881
Sun Ray,P06M,Reference Transactions,2015,NA
Sun Ray,P08M,Stations,2015,NA
Sun Ray,P09M,Users of Public Internet Computers,2015,33568
Sun Ray,NA,Wireless Sessions,2015,NA
Sun Ray,P15M,Children's Circulation,2015,105578
Sun Ray,P16M,Children's Library Programs,2015,NA
Sun Ray,P17M,Children's Program Attendance,2015,NA
Sun Ray,P18M,Yound Adult Library Programs,2015,NA
Sun Ray,P19M,Young Adult Program Attendance,2015,NA
Sun Ray,P20M,Adult Circulation,2015,122676
Sun Ray,P21M,Adult Library Programs,2015,NA
Sun Ray,P22M,Adult Program Attendance,2015,NA
Sun Ray,P23M,Other Circulation,2015,NA
Sun Ray,P24M,Total Circulation,2015,228254
Sun Ray,C01M,Print Materials,2015,52608
Sun Ray,C02M,Audio Materials,2015,NA
Sun Ray,C03M,Video Materials,2015,10540
Sun Ray,C04M,Multi-format Materials,2015,NA
Sun Ray,C05M,Other Physical Materials,2015,NA
Sun Ray,C06M,Total Materials (Manually Input),2015,67328
Sun Ray,C07M,Print Serial Subscriptions,2015,NA
West 7th Street Popular,P01M,Population of the Legal Service Area,2015,4326
West 7th Street Popular,P02aM,Registered Borrowers - Residents,2015,3819
West 7th Street Popular,P02bM,Registered Borrowers - Reciprocal,2015,514
West 7th Street Popular,P02cM,Total Registered Borrowers (Manually Input),2015,4333
West 7th Street Popular,P04M,Library Visits,2015,60866
West 7th Street Popular,P06M,Reference Transactions,2015,9022
West 7th Street Popular,P08M,Stations,2015,NA
West 7th Street Popular,P09M,Users of Public Internet Computers,2015,8390
West 7th Street Popular,NA,Wireless Sessions,2015,NA
West 7th Street Popular,P15M,Children's Circulation,2015,28922
West 7th Street Popular,P16M,Children's Library Programs,2015,149
West 7th Street Popular,P17M,Children's Program Attendance,2015,2261
West 7th Street Popular,P18M,Yound Adult Library Programs,2015,8
West 7th Street Popular,P19M,Young Adult Program Attendance,2015,93
West 7th Street Popular,P20M,Adult Circulation,2015,34636
West 7th Street Popular,P21M,Adult Library Programs,2015,19
West 7th Street Popular,P22M,Adult Program Attendance,2015,277
West 7th Street Popular,NA,Total Programs,2015,176
West 7th Street Popular,NA,Total Program Attendance,2015,2631
West 7th Street Popular,P23M,Other Circulation,2015,0
West 7th Street Popular,P24M,Total Circulation,2015,63558
West 7th Street Popular,C01M,Print Materials,2015,7731
West 7th Street Popular,C02M,Audio Materials,2015,902
West 7th Street Popular,C03M,Video Materials,2015,1266
West 7th Street Popular,C04M,Multi-format Materials,2015,0
West 7th Street Popular,C05M,Other Physical Materials,2015,8
West 7th Street Popular,C06M,Total Materials (Manually Input),2015,9907
West 7th Street Popular,C07M,Print Serial Subscriptions,2015,12
Arlington Hills,C01M,Print Materials,2014,21854
Arlington Hills,C02M,Audio Materials,2014,NA
Arlington Hills,C03M,Video Materials,2014,7540
Arlington Hills,C04M,Multi-format Materials,2014,NA
Arlington Hills,C05M,Other Physical Materials,2014,NA
Arlington Hills,C06M,Total Materials (Manually Input),2014,31595
Arlington Hills,C07M,Print Serial Subscriptions,2014,NA
Arlington Hills,P01M,Population of the Legal Service Area,2014,NA
Arlington Hills,P02aM,Registered Borrowers - Residents,2014,NA
Arlington Hills,P02bM,Registered Borrowers - Reciprocal,2014,NA
Arlington Hills,P02cM,Total Registered Borrowers/Users,2014,17721
Arlington Hills,P04M,Library Visits,2014,144726
Arlington Hills,P06M,Reference Transactions,2014,NA
Arlington Hills,P08M,Stations,2014,NA
Arlington Hills,P09M,Annual Public Internet Computer Sessions,2014,31201
Arlington Hills,P15M,Wireless Sessions,2014,NA
Arlington Hills,P16M,Children's Circulation,2014,60920
Arlington Hills,P17M,Children's Library Programs,2014,NA
Arlington Hills,P18M,Children's Program Attendance,2014,NA
Arlington Hills,P19M,Young Adult Library Programs,2014,NA
Arlington Hills,P20M,Young Adult Program Attendance,2014,NA
Arlington Hills,P21M,Adult Circulation,2014,38872
Arlington Hills,P22M,Adult Library Programs,2014,NA
Arlington Hills,P23M,Adult Program Attendance,2014,NA
Arlington Hills,P24M,Other Circulation,2014,NA
Arlington Hills,P25M,Total Circulation (Manually Input),2014,99792
Arlington Hills,P26M,Total Programs (Manually Input),2014,NA
Dayton's Bluff,P01M,Population of the Legal Service Area,2014,NA
Dayton's Bluff,P02aM,Registered Borrowers - Residents,2014,NA
Dayton's Bluff,P02bM,Registered Borrowers - Reciprocal,2014,NA
Dayton's Bluff,P02cM,Total Registered Borrowers,2014,12149
Dayton's Bluff,P04M,Library Visits,2014,104869
Dayton's Bluff,P06M,Reference Transactions,2014,NA
Dayton's Bluff,P08M,Stations,2014,NA
Dayton's Bluff,P09M,Annual Public Internet Computer Sessions,2014,17340
Dayton's Bluff,NA,Wireless Sessions,2014,NA
Dayton's Bluff,P15M,Children's Circulation,2014,34430
Dayton's Bluff,P16M,Children's Library Programs,2014,NA
Dayton's Bluff,P17M,Children's Program Attendance,2014,NA
Dayton's Bluff,P18M,Young Adult Library Programs,2014,NA
Dayton's Bluff,P19M,Young Adult Program Attendance,2014,NA
Dayton's Bluff,P20M,Adult Circulation,2014,38084
Dayton's Bluff,P21M,Adult Library Programs,2014,NA
Dayton's Bluff,P22M,Adult Program Attendance,2014,NA
Dayton's Bluff,P23M,Other Circulation,2014,NA
Dayton's Bluff,P24M,Total Circulation (Manually Input),2014,72514
Dayton's Bluff,P25M,Total Programs (Manually Input),2014,NA
Dayton's Bluff,P26M,Total Attendance (Manually Input),2014,NA
Dayton's Bluff,C01M,Print Materials,2014,23086
Dayton's Bluff,C02M,Audio Materials,2014,NA
Dayton's Bluff,C03M,Video Materials,2014,7811
Dayton's Bluff,C04M,Multi-format Materials,2014,NA
Dayton's Bluff,C05M,Other Physical Materials,2014,NA
Dayton's Bluff,C06M,Total Materials (Manually Input),2014,33756
Dayton's Bluff,C07M,Print Serial Subscriptions,2014,NA
Hamline Midway,P01M,Population of the Legal Service Area,2014,NA
Hamline Midway,P02aM,Registered Borrowers - Residents,2014,NA
Hamline Midway,P02bM,Registered Borrowers - Reciprocal,2014,NA
Hamline Midway,P02cM,Total Registered Borrowers,2014,9061
Hamline Midway,P04M,Library Visits,2014,86401
Hamline Midway,P06M,Reference Transactions,2014,NA
Hamline Midway,P08M,Stations,2014,NA
Hamline Midway,P09M,Users of Public Internet Computers,2014,10383
Hamline Midway,P15M,Children's Circulation,2014,43620
Hamline Midway,P16M,Children's Library Programs,2014,NA
Hamline Midway,P17M,Children's Program Attendance,2014,NA
Hamline Midway,P18M,Yound Adult Library Programs,2014,NA
Hamline Midway,P19M,Young Adult Program Attendance,2014,NA
Hamline Midway,P20M,Adult Circulation,2014,45427
Hamline Midway,P21M,Adult Library Programs,2014,NA
Hamline Midway,P22M,Adult Program Attendance,2014,NA
Hamline Midway,P23M,Other Circulation,2014,NA
Hamline Midway,P24M,Total Circulation,2014,89047
Hamline Midway,NA,Total Programs (Manually Input),2014,NA
Hamline Midway,NA,Total Attendance (Manually Input),2014,NA
Hamline Midway,C01M,Print Materials,2014,20765
Hamline Midway,C02M,Audio Materials,2014,NA
Hamline Midway,C03M,Video Materials,2014,3867
Hamline Midway,C04M,Multi-format Materials,2014,NA
Hamline Midway,C05M,Other Physical Materials,2014,NA
Hamline Midway,C06M,Total Materials (Manually Input),2014,27693
Hamline Midway,C07M,Print Serial Subscriptions,2014,NA
Hamline Midway,NA,Wireless Sessions,2014,NA
Hayden Heights,P01M,Population of the Legal Service Area,2014,NA
Hayden Heights,P02aM,Registered Borrowers - Residents,2014,NA
Hayden Heights,P02bM,Registered Borrowers - Reciprocal,2014,NA
Hayden Heights,P02cM,Total Registered Borrowers (Manually Input),2014,20458
Hayden Heights,P04M,Library Visits,2014,122463
Hayden Heights,P06M,Reference Transactions,2014,NA
Hayden Heights,P08M,Stations,2014,NA
Hayden Heights,P09M,Users of Public Internet Computers,2014,24605
Hayden Heights,NA,Wireless Sessions,2014,NA
Hayden Heights,P15M,Children's Circulation,2014,68233
Hayden Heights,P16M,Children's Library Programs,2014,NA
Hayden Heights,P17M,Children's Program Attendance,2014,NA
Hayden Heights,P18M,Yound Adult Library Programs,2014,NA
Hayden Heights,P19M,Young Adult Program Attendance,2014,NA
Hayden Heights,P20M,Adult Circulation,2014,72995
Hayden Heights,P21M,Adult Library Programs,2014,NA
Hayden Heights,P22M,Adult Program Attendance,2014,NA
Hayden Heights,P23M,Other Circulation,2014,NA
Hayden Heights,P24M,Total Circulation,2014,141228
Hayden Heights,NA,Total Programs (Manually Input),2014,NA
Hayden Heights,NA,Total Attendance (Manually Input),2014,NA
Hayden Heights,C01M,Print Materials,2014,42321
Hayden Heights,C02M,Audio Materials,2014,NA
Hayden Heights,C03M,Video Materials,2014,6593
Hayden Heights,C04M,Multi-format Materials,2014,NA
Hayden Heights,C05M,Other Physical Materials,2014,NA
Hayden Heights,C06M,Total Materials (Manually Input),2014,51861
Hayden Heights,C07M,Print Serial Subscriptions,2014,NA
Highland,P01M,Population of the Legal Service Area,2014,NA
Highland,P02aM,Registered Borrowers - Residents,2014,NA
Highland,P02bM,Registered Borrowers - Reciprocal,2014,NA
Highland,P02cM,Total Registered Borrowers (Manually Input),2014,30436
Highland,P04M,Library Visits,2014,34617
Highland,P06M,Reference Transactions,2014,NA
Highland,P08M,Stations,2014,NA
Highland,P09M,Users of Public Internet Computers,2014,2674
Highland,NA,Wireless Sessions,2014,NA
Highland,P15M,Children's Circulation,2014,30668
Highland,P16M,Children's Library Programs,2014,NA
Highland,P17M,Children's Program Attendance,2014,NA
Highland,P18M,Yound Adult Library Programs,2014,NA
Highland,P19M,Young Adult Program Attendance,2014,NA
Highland,P20M,Adult Circulation,2014,26938
Highland,P21M,Adult Library Programs,2014,NA
Highland,P22M,Adult Program Attendance,2014,NA
Highland,P23M,Other Circulation,2014,NA
Highland,P24M,Total Circulation,2014,57606
Highland,NA,Total Programs (Manually Input),2014,NA
Highland,NA,Total Attendance (Manually Input),2014,NA
Highland,C01M,Print Materials,2014,53921
Highland,C02M,Audio Materials,2014,NA
Highland,C03M,Video Materials,2014,8794
Highland,C04M,Multi-format Materials,2014,NA
Highland,C05M,Other Physical Materials,2014,NA
Highland,C06M,Total Materials (Manually Input),2014,67177
Highland,C07M,Print Serial Subscriptions,2014,NA
Merriam Park,P01M,Population of the Legal Service Area,2014,NA
Merriam Park,P02aM,Registered Borrowers - Residents,2014,NA
Merriam Park,P02bM,Registered Borrowers - Reciprocal,2014,NA
Merriam Park,P02cM,Total Registered Borrowers (Manually Input),2014,24585
Merriam Park,P04M,Library Visits,2014,194957
Merriam Park,P06M,Reference Transactions,2014,NA
Merriam Park,P08M,Stations,2014,NA
Merriam Park,P09M,Users of Public Internet Computers,2014,25029
Merriam Park,P15M,Children's Circulation,2014,196211
Merriam Park,NA,Wireless Sessions,2014,NA
Merriam Park,P16M,Children's Library Programs,2014,NA
Merriam Park,P17M,Children's Program Attendance,2014,NA
Merriam Park,P18M,Yound Adult Library Programs,2014,NA
